YEAR,WEEK,WEIGHTED_ILI,UNWEIGHTED_ILI,AGE0_4,AGE25_49,AGE 5_24,AGE50_64,AGE65,ILITOTAL
2016,18,1.57635,1.60144,2772,2586,4729,1037,746,11870
2016,19,1.3935,1.4743,2871,2276,4046,849,665,10707
2016,20,1.29941,1.42286,2688,1998,3630,839,643,9798
2016,21,1.18379,1.38196,2612,1714,3126,717,618,8787
2016,22,1.13723,1.33712,2545,1637,2620,663,532,7997
2016,23,1.04118,1.13894,2293,1460,2313,617,518,7201
2016,24,0.971814,1.09641,2189,1354,2171,588,466,6768
2016,25,0.863306,0.999559,2062,1178,1905,493,386,6024
2016,26,0.833797,0.99095,1873,1146,1810,473,384,5686
2016,27,0.784516,0.931253,1646,985,1641,463,383,5118
2016,28,0.734327,0.843118,1610,1064,1599,422,383,5078
2016,29,0.698845,0.840286,1670,994,1621,384,375,5044
2016,30,0.723099,0.830065,1580,1036,1624,362,323,4925
2016,31,0.663501,0.790428,1455,971,1496,359,315,4596
2016,32,0.69276,0.830826,1512,1016,1639,382,319,4868
2016,33,0.710029,0.856796,1644,1028,1914,373,306,5265
2016,34,0.834232,1.00746,1848,1234,2364,465,349,6260
2016,35,0.992621,1.05868,1815,1242,2651,455,341,6504
2016,36,1.01605,1.10028,1883,1284,2604,471,381,6623
2016,37,1.07169,1.1457,2026,1509,3073,579,452,7639
2016,38,1.10163,1.2189,2341,1539,3298,613,438,8229
2016,39,1.18841,1.31113,2413,1645,3334,630,483,8505
2016,40,1.2019,1.27386,3110,2114,4169,828,643,10864
2016,41,1.23108,1.29342,3207,2155,4078,879,678,10997
2016,42,1.26796,1.33097,3564,2234,4452,981,695,11926
2016,43,1.36298,1.42662,3786,2406,4769,987,700,12648
2016,44,1.48535,1.57071,4314,2444,5287,1030,715,13790
2016,45,1.55954,1.65146,4703,2549,5193,1055,758,14258
2016,46,1.64783,1.73309,4979,2659,5610,1083,829,15160
2016,47,1.91275,2.03388,5032,2634,4567,1108,867,14208
2016,48,1.81725,1.88331,5209,3326,5655,1359,1056,16605
2016,49,1.91433,2.00292,5501,3188,5812,1413,1047,16961
2016,50,2.21003,2.27731,5744,3491,6724,1485,1019,18463
2016,51,2.73568,2.91465,6653,4099,7469,1923,1421,21565
2016,52,3.36832,3.54919,7712,5247,7144,2652,2145,24900
2017,1,3.09689,3.08102,6716,5673,6786,2773,2230,24178
2017,2,3.07346,3.01875,6020,5313,8843,2639,2082,24897
2017,3,3.51643,3.40446,6399,5588,12147,2717,1930,28781
2017,4,3.8027,3.52869,6958,5788,14073,2623,1823,31265
2017,5,4.50313,4.10665,7452,6522,17482,2968,2093,36517
2017,6,5.06308,4.7551,8110,8235,20150,3749,2646,42890
2017,7,4.86009,4.65163,7726,8328,18692,3652,2637,41035
2017,8,4.57916,4.57049,7649,8560,17300,3807,2808,40124
2017,9,3.55674,3.45522,6129,6496,12394,2983,2181,30183
2017,10,3.50417,3.29505,5854,5970,11552,2766,1918,28060
2017,11,3.21511,3.16426,5503,5535,10084,2582,1780,25484
2017,12,3.10088,3.14433,5514,5858,11503,2641,1838,27354
2017,13,2.79056,2.87936,5145,5070,10149,2354,1624,24342
2017,14,2.38547,2.36977,4488,3918,8178,1760,1333,19677
2017,15,1.9703,1.93853,3909,3151,5847,1470,1171,15548
2017,16,1.73442,1.64064,3306,2766,4683,1258,993,13006
2017,17,1.56303,1.4752,2997,2391,4497,1111,928,11924
2017,18,1.4128,1.37755,2890,2039,4105,1011,717,10762
2017,19,1.27492,1.33771,2751,2037,3831,862,721,10202
2017,20,1.2834,1.34686,2685,2011,3518,886,709,9809
2017,21,1.16663,1.26579,2341,1745,3060,771,647,8564
2017,22,1.10977,1.25701,2311,1577,2575,710,583,7756
2017,23,1.04333,1.16048,2412,1459,2377,671,591,7510
2017,24,0.905151,1.04834,2049,1346,2099,595,547,6636
2017,25,0.902718,0.992711,1930,1282,1971,559,498,6240
2017,26,0.859531,0.961603,1771,1121,1748,489,467,5596
2017,27,0.818998,0.955818,1728,1111,1564,505,418,5326
2017,28,0.752505,0.827597,1545,1004,1578,462,372,4961
2017,29,0.731146,0.811886,1549,908,1421,450,419,4747
2017,30,0.733295,0.818527,1576,953,1515,459,376,4879
2017,31,0.73102,0.829758,1529,1037,1485,415,433,4899
2017,32,0.68834,0.828503,1559,1044,1481,441,390,4915
2017,33,0.732049,0.885896,1603,1097,1691,427,412,5230
2017,34,0.911188,1.05351,1964,1256,2549,473,411,6653
2017,35,1.02105,1.11768,2076,1302,2726,526,503,7133
2017,36,1.09495,1.14028,2073,1369,2488,587,555,7072
2017,37,1.09475,1.13326,2372,1656,2942,706,628,8304
2017,38,1.09775,1.17589,2544,1625,3075,664,655,8563
2017,39,1.18882,1.23848,2840,1652,3201,746,640,9079
2017,40,1.26589,1.2802,7698,4976,9112,2142,1750,25678
2017,41,1.30479,1.33123,8236,5352,8906,2146,1894,26534
2017,42,1.34075,1.40786,8816,5610,9986,2278,1948,28638
2017,43,1.51674,1.5722,10012,5844,11062,2648,2098,31664
2017,44,1.74583,1.70326,10438,6578,12268,2730,2124,34138
2017,45,1.88708,1.86636,12252,7218,13342,3044,2258,38114
2017,46,2.05923,2.07647,13760,8486,15154,3610,2774,43784
2017,47,2.27971,2.33593,13890,7688,11750,3414,2890,39632
2017,48,2.28379,2.24637,14016,10470,14948,4412,3658,47504
2017,49,2.58278,2.49504,14458,10092,16976,4670,3714,49910
2017,50,3.36558,3.2005,16570,13342,22518,5910,4664,63004
2017,51,4.73117,4.43807,20894,19712,28332,9160,7466,85564
2017,52,5.70943,5.46361,22670,23014,23080,11508,10238,90510
2018,1,5.74658,5.35765,18820,26766,23434,13742,11776,94538
2018,2,5.89207,5.52437,20106,30760,34714,15544,12398,113522
2018,3,6.51759,6.34528,23994,32024,43794,15138,11122,126072
2018,4,7.16338,7.01811,26816,36634,61250,17822,12130,154652
2018,5,7.52133,7.7809,29688,38172,74400,17830,11880,171970
2018,6,7.38748,7.76939,30384,39054,77212,17252,11748,175650
2018,7,6.44688,6.81176,26730,34406,64248,16158,10878,152420
2018,8,4.95881,5.15749,20308,24874,40900,11610,8358,106050
2018,9,3.68612,3.55945,14416,16970,26784,8208,5750,72128
2018,10,3.18626,3.00518,12736,12970,21700,6276,4584,58266
2018,11,2.76894,2.73038,11176,11856,18936,5644,4264,51876
2018,12,2.48706,2.47768,10446,10816,17280,5126,3942,47610
2018,13,2.40802,2.36314,9442,9440,14428,4590,3486,41386
2018,14,2.07483,2.03139,9106,8918,12436,4306,3382,38148
2018,15,1.77898,1.80376,8290,7498,11010,3636,2894,33328
2018,16,1.61487,1.58696,7712,6428,10538,2854,2206,29738
2018,17,1.5385,1.53801,7446,6052,10672,2742,2192,29104
2018,18,1.52612,1.44974,7316,5208,9630,2434,1994,26582
2018,19,1.28847,1.27729,6888,4410,8266,1870,1804,23238
2018,20,1.18344,1.22051,6718,4478,7528,1810,1598,22132
2018,21,1.24919,1.23235,6770,4164,6858,1768,1732,21292
2018,22,1.14131,1.223,6440,3644,5974,1692,1466,19216
2018,23,0.9878,1.0473,5694,3676,5104,1604,1308,17386
2018,24,0.895565,0.978113,4750,3192,4490,1398,1316,15146
2018,25,0.892204,0.947548,4624,3108,4324,1458,1232,14746
2018,26,0.877184,0.867554,4412,3060,3832,1338,1252,13894
2018,27,0.780203,0.82328,4018,2598,3724,1078,1098,12516
2018,28,0.725075,0.771497,3886,2886,3802,1254,1174,13002
2018,29,0.68247,0.706819,3482,2580,3440,1132,938,11572
2018,30,0.640393,0.685155,3330,2404,3286,1048,926,10994
2018,31,0.639127,0.687351,3236,2492,3538,1050,908,11224
2018,32,0.705637,0.735733,3452,2668,3568,1082,952,11722
2018,33,0.707801,0.806048,3972,2774,4340,1032,956,13074
2018,34,0.822659,0.944013,4478,2984,4936,1218,1030,14646
2018,35,0.859864,0.960101,4890,3276,5660,1312,1084,16222
2018,36,1.10083,1.14128,5628,3970,6686,1534,1242,19060
2018,37,1.15323,1.14784,5546,4224,7320,1658,1382,20130
2018,38,1.20178,1.31156,6484,4694,7898,1844,1458,22378
2018,39,1.2498,1.26102,6962,4976,8396,1862,1338,23534
2018,40,1.41876,1.41974,4887,3886,6341,1563,1298,17975
2018,41,1.40077,1.473,5332,4048,6279,1667,1326,18652
2018,42,1.47139,1.58968,5589,4405,6802,1752,1400,19948
2018,43,1.63634,1.72208,6249,4619,7487,1835,1444,21634
2018,44,1.79125,1.84114,6869,4733,8291,1825,1451,23169
2018,45,1.86871,1.92692,7509,4834,8451,1840,1451,24085
2018,46,1.98121,2.0852,7821,5037,8076,1998,1487,24419
2018,47,2.23487,2.40063,8607,5017,7197,2112,1702,24635
2018,48,2.14572,2.24479,8890,6582,8788,2758,2078,29096
2018,49,2.25134,2.29962,8809,5974,9276,2456,1862,28377
2018,50,2.6411,2.73181,10156,6821,11376,2779,1981,33113
2018,51,3.13478,3.24012,11515,8127,12816,3322,2480,38260
2018,52,3.96538,4.18077,13615,10348,12044,4471,3534,44012
2019,1,3.45972,3.63095,11686,11413,9572,5204,4260,42135
2019,2,3.07558,3.13643,9369,10416,10758,4826,3446,38815
2019,3,3.3258,3.36213,9703,10045,14265,4235,2951,41199
2019,4,3.79773,3.88115,10765,11194,16965,4457,2860,46241
2019,5,4.34227,4.52235,11628,13048,22217,5116,3255,55264
2019,6,4.86953,5.20091,13899,15785,29772,6174,4102,69732
2019,7,5.03689,5.42034,14246,15945,29255,6333,4277,70056
2019,8,4.8812,5.27078,13634,15716,26502,6124,4485,66461
2019,9,4.54791,4.58991,11647,13847,23468,5706,4134,58802
2019,10,4.3762,4.39714,11168,13079,21760,5368,4056,55431
2019,11,4.22692,4.12777,10986,12580,20081,5353,4177,53177
2019,12,3.68251,3.50278,9721,10717,16800,4532,3898,45668
2019,13,3.08559,3.04819,8644,8656,13642,3811,3195,37948
2019,14,2.69831,2.67984,7606,7491,11768,3274,2802,32941
2019,15,2.28676,2.26612,6754,6208,10005,2568,2319,27854
2019,16,2.01217,1.96484,6325,4934,7904,2108,1876,23147
2019,17,1.71323,1.72201,5698,4553,6621,2000,1738,20610
2019,18,1.56678,1.5728,5369,4084,6207,1667,1537,18864
2019,19,1.49827,1.45718,4789,3574,5906,1480,1358,17107
2019,20,1.49961,1.50332,4649,3482,5530,1437,1361,16459
2019,21,1.42123,1.40257,4601,3214,5234,1347,1367,15763
2019,22,1.39258,1.40358,4442,3094,4660,1279,1301,14776
2019,23,1.21697,1.23749,3937,2952,4115,1242,1205,13451
2019,24,1.11266,1.12161,3506,2729,3741,1051,1079,12106
2019,25,0.991888,1.01276,3056,2425,3288,998,928,10695
2019,26,0.946401,0.959768,2955,2183,3117,910,862,10027
2019,27,0.874695,0.878917,2512,1911,2726,797,776,8722
2019,28,0.809169,0.794181,2346,1882,2661,799,737,8425
2019,29,0.75452,0.766394,2222,1862,2571,757,704,8116
2019,30,0.732983,0.748613,2138,1805,2466,763,615,7787
2019,31,0.725811,0.757116,2354,1830,2438,658,604,7884
2019,32,0.754209,0.770094,2102,2042,2392,766,758,8060
2019,33,0.729672,0.833506,2634,2047,2831,788,694,8994
2019,34,0.839875,0.94034,2911,2211,3503,762,716,10103
2019,35,0.989358,1.08197,3428,2559,4244,896,777,11904
2019,36,1.1354,1.20216,3810,2927,4548,1033,870,13188
2019,37,1.23124,1.27291,3912,3297,5502,1173,959,14843
2019,38,1.24448,1.3881,4469,3577,5678,1251,1026,16001
2019,39,1.3379,1.49515,4981,3882,6121,1368,1101,17453
2019,40,1.49002,1.50284,6219,4827,7658,1764,1448,21916
2019,41,1.59192,1.59764,6550,5148,7638,2015,1603,22954
2019,42,1.72572,1.73931,7287,5548,8292,2110,1649,24886
2019,43,1.83419,1.86039,7892,6080,9349,2305,1793,27419
2019,44,2.04008,2.01412,8658,6143,10068,2279,1762,28910
2019,45,2.39351,2.36364,10557,7182,12551,2453,1843,34586
2019,46,2.63251,2.64428,11446,7905,13671,2741,1969,37732
2019,47,2.89941,2.97387,12716,9138,17058,3101,2148,44161
2019,48,3.41501,3.45389,14444,9209,14821,3199,2371,44044
2019,49,3.2579,3.31281,13852,11947,16397,3929,2779,48904
2019,50,3.94308,3.86928,14728,12822,21877,4114,2903,56444
2019,51,5.06435,5.02613,18001,16227,29182,4835,3349,71594
2019,52,7.06161,7.15315,24097,24617,34004,7638,5401,95757
2020,1,5.90066,6.21936,21594,27655,23392,9209,6881,88731
2020,2,4.9402,5.06711,15564,23634,22756,8196,5464,75614
2020,3,5.33135,5.35768,16587,21413,29668,7386,4729,79783
2020,4,6.07822,6.02274,18574,23658,35275,7973,4670,90150
2020,5,6.74724,6.87271,20299,28889,44117,9527,5475,108307
2020,6,6.80157,7.08558,20270,29823,45513,10049,5706,111361
2020,7,6.11292,6.22068,17393,26428,36909,9231,5457,95418
2020,8,5.52513,5.61968,15330,23189,28531,8320,5189,80559
2020,9,5.12333,5.10268,13820,22127,25490,8276,5110,74823
2020,10,5.26652,5.28928,13888,23906,26396,8891,5698,78779
2020,11,5.66932,6.28745,14154,29667,27756,11334,6696,89607
2020,12,6.38029,7.35285,10790,30818,17512,12478,6986,78584
2020,13,4.91692,6.22687,5129,22408,8322,10825,6458,53142
2020,14,3.78625,4.82995,2359,14964,4852,8696,5380,36251
2020,15,2.80122,3.47366,1496,9995,3426,6043,4014,24974
2020,16,2.12907,2.57391,1068,7427,2667,4184,2928,18274
2020,17,1.73315,2.02032,926,6339,2317,3289,2293,15164
2020,18,1.40939,1.6211,864,5292,2098,2670,1897,12821
2020,19,1.18297,1.35141,730,4585,1889,2241,1623,11068
2020,20,1.11444,1.23805,788,4112,1960,2171,1449,10480
2020,21,1.00534,1.07598,1224,4375,2402,2148,1586,11735
2020,22,0.88827,0.885843,805,3572,1898,1878,1461,9614
2020,23,0.814062,0.819928,802,3440,1969,1705,1409,9325
2020,24,0.836751,0.814575,881,3454,2141,1726,1378,9580
2020,25,0.928418,0.950758,1006,4710,2679,2001,1472,11868
2020,26,1.14217,1.20306,1216,6241,3491,2649,1902,15499
2020,27,1.27401,1.38424,1395,7032,3970,3223,2223,17843
2020,28,1.34924,1.47268,1545,8013,4095,3765,2632,20050
2020,29,1.34434,1.43715,1658,7526,4075,3566,2436,19261
2020,30,1.22153,1.21898,1634,6105,3560,3089,2145,16533
2020,31,1.15258,1.15067,1609,5709,3497,2595,2114,15524
2020,32,1.0625,1.05647,1570,4977,3272,2361,1938,14118
2020,33,0.979884,0.981699,1592,4502,3167,2174,1758,13193
2020,34,0.968853,0.961487,1804,4305,3283,1894,1666,12952
2020,35,1.00014,0.970484,1866,4032,3951,1821,1489,13159
2020,36,0.921454,0.920215,1776,3776,3616,1698,1481,12347
2020,37,1.03555,0.978061,2000,3975,3822,1793,1446,13036
2020,38,0.974333,0.955677,2070,4070,3628,1794,1487,13049
2020,39,1.06408,1.03818,2287,4413,4366,1944,1579,14589
2020,40,1.0872,1.07453,2467,5122,4748,2376,1857,16570
2020,41,1.20898,1.18497,2562,6035,5258,3012,2327,19194
2020,42,1.10874,1.09042,2316,5674,4631,2554,2106,17281
2020,43,1.18588,1.14934,2457,5864,4852,2834,2180,18187
2020,44,1.25,1.1881,2515,6101,4924,2770,2302,18612
2020,45,1.43782,1.33548,2727,7094,5837,3291,2461,21410
2020,46,1.48426,1.37797,2776,7686,5549,3736,2876,22623
2020,47,1.54717,1.4268,2693,7829,5342,3960,2898,22722
2020,48,1.60668,1.49601,2485,7094,4585,3962,3194,21320
2020,49,1.56586,1.44878,2604,7698,4875,3988,3140,22305
2020,50,1.52073,1.4297,2567,7530,4726,4073,3323,22219
2020,51,1.50659,1.39828,2482,7131,4282,3846,3145,20886
2020,52,1.55413,1.45723,2323,6632,3564,3925,3408,19852
2020,53,1.5907,1.5383,2585,7729,3934,4520,3668,22436
2021,1,1.47569,1.43493,2414,7979,4549,4363,3415,22720
2021,2,1.29196,1.26364,2380,6402,4056,3525,2831,19194
2021,3,1.25191,1.21094,2566,5878,4056,3311,2542,18353
2021,4,1.10337,1.12256,2560,5345,3955,2810,2240,16910
2021,5,1.16554,1.08197,2636,4996,4015,2527,1927,16101
2021,6,1.00745,0.974818,2557,4103,3736,2136,1576,14108
2021,7,0.986987,0.907497,2320,3710,3146,1922,1504,12602
2021,8,0.862967,0.860475,2544,3841,3541,1900,1521,13347
2021,9,0.82875,0.842691,2773,3536,3544,1813,1351,13017
2021,10,0.883305,0.903419,3220,3785,3811,1906,1376,14098
2021,11,0.90874,0.939582,3515,3940,3856,1909,1360,14580
2021,12,0.948022,0.960224,3817,4216,3915,2057,1354,15359
2021,13,0.974936,0.998001,4116,4395,4089,2129,1265,15994
2021,14,1.06411,1.07813,4740,5062,4692,2290,1364,18148
2021,15,1.08168,1.10911,5227,5292,4909,2364,1385,19177
2021,16,1.10339,1.15017,5764,4859,5095,2143,1452,19313
2021,17,1.13164,1.1826,6335,4818,5517,2045,1419,20134
2021,18,1.1483,1.20847,6822,4620,5403,1803,1289,19937
2021,19,1.19144,1.25476,7366,4364,5492,1843,1308,20373
2021,20,1.24686,1.26333,8352,4421,5414,1745,1334,21266
2021,21,1.14576,1.19113,7953,3990,4967,1596,1179,19685
2021,22,1.18405,1.25152,8502,3978,4856,1576,1240,20152
2021,23,1.12999,1.14539,8097,3692,4646,1528,1225,19188
2021,24,1.19103,1.18507,8536,3805,4619,1515,1197,19672
2021,25,1.21258,1.21019,8514,3815,4611,1652,1304,19896
2021,26,1.2132,1.2128,8369,4006,4757,1678,1293,20103
2021,27,1.26708,1.32915,8719,4860,5310,1978,1509,22376
2021,28,1.38688,1.44259,9193,6030,5930,2400,1710,25263
2021,29,1.64767,1.70922,10372,7962,7171,2899,2150,30554
2021,30,1.799,1.90931,11144,9254,8575,3618,2630,35221
2021,31,1.94947,2.05205,11102,10547,8901,4328,2884,37762
2021,32,2.03512,2.15537,11264,11227,10105,4556,2917,40069
2021,33,2.19023,2.30346,11809,11022,12282,4744,2896,42753
2021,34,2.23843,2.30735,11982,10384,13529,4341,2826,43062
2021,35,2.26655,2.2523,11745,9562,13057,3889,2625,40878
2021,36,2.21303,2.21305,11711,9090,12253,3738,2646,39438
2021,37,2.04664,2.00533,11254,7783,11583,3296,2306,36222
2021,38,1.9014,1.93726,10928,6861,11397,2768,2065,34019
2021,39,1.84504,1.84254,10142,5638,10065,2320,1837,30002
2021,40,2.00517,1.95328,13064,7400,13042,3163,2522,39191
2021,41,1.91766,1.88905,13019,7009,11861,2905,2423,37217
2021,42,1.89504,1.8514,12451,6402,11361,2921,2328,35463
2021,43,1.96299,1.88752,12821,6637,11825,2830,2340,36453
2021,44,2.10795,2.07457,13245,6897,14326,2894,2346,39708
2021,45,2.23472,2.22007,14528,7818,15905,3179,2716,44146
2021,46,2.39225,2.35222,14709,8501,17334,3620,2796,46960
2021,47,2.50198,2.4476,14873,8122,13308,3688,3078,43069
2021,48,2.52578,2.54539,15119,11217,17096,4849,3975,52256
2021,49,2.69748,2.70541,14918,11312,19830,4825,3852,54737
2021,50,3.11237,3.08319,16231,13512,23271,5191,3933,62138
2021,51,3.95761,4.06198,18453,22421,24918,7721,5266,78779
2021,52,4.86623,5.05526,24050,38168,28842,13457,8916,113433
2022,1,4.26888,4.26062,16929,31294,24462,11983,7901,92569
2022,2,3.50211,3.40068,12187,21705,20047,8675,6123,68737
2022,3,2.80799,2.68487,9520,15059,13298,6210,4536,48623
2022,4,2.05299,1.96122,7268,9777,9463,4520,3486,34514
2022,5,1.68135,1.55904,6079,6406,7721,3011,2550,25767
2022,6,1.42638,1.33027,6370,5124,7513,2380,2132,23519
2022,7,1.48569,1.36445,6890,4593,8463,2061,1774,23781
2022,8,1.44982,1.35891,7034,4596,8247,1784,1733,23394
2022,9,1.56672,1.41075,7371,4948,9700,1843,1654,25516
2022,10,1.69231,1.53534,8182,4998,10968,1918,1750,27816
2022,11,1.81551,1.66604,9003,5852,11976,2175,2058,31064
2022,12,1.85813,1.71832,9275,5918,12496,2304,2142,32135
2022,13,1.9568,1.84036,9576,6671,13519,2354,2376,34496
2022,14,2.04726,1.98044,10504,7190,15070,2533,2518,37815
2022,15,2.14448,2.1188,11302,7752,16002,2832,2792,40680
2022,16,2.18172,2.16689,11666,8214,15617,3122,3072,41691
2022,17,2.22137,2.19492,12584,8581,16780,3305,3291,44541
2022,18,2.33694,2.39918,12777,9283,18494,3565,3280,47399
2022,19,2.47345,2.58296,14778,10287,20428,3861,3836,53190
2022,20,2.43614,2.5939,15007,10376,20652,3938,3770,53743
2022,21,2.3657,2.6429,15232,10371,20494,4057,3684,53838
2022,22,2.38717,2.63608,15781,10512,17467,4039,3874,51673
2022,23,2.10742,2.28347,14106,9578,13671,3916,3744,45015
2022,24,1.94858,2.06589,12814,8884,11157,3645,3564,40064
2022,25,1.8405,1.91358,11834,8641,9908,3723,3591,37697
2022,26,1.76466,1.79403,11017,7959,8468,3509,3437,34390
2022,27,1.78682,1.78721,10545,8340,8547,3677,3711,34820
2022,28,1.65726,1.66549,9496,8294,8076,3531,3485,32882
2022,29,1.63099,1.64145,9334,8170,8061,3463,3415,32443
2022,30,1.64499,1.64304,9117,8020,7810,3469,3465,31881
2022,31,1.49327,1.50834,8635,7236,7429,3083,3083,29466
2022,32,1.48564,1.51035,8349,6845,7872,2805,2883,28754
2022,33,1.58787,1.61643,9437,6624,9905,2801,2658,31425
2022,34,1.81476,1.80304,10749,7007,12473,2708,2569,35506
2022,35,1.92555,1.88578,11403,6892,13701,2621,2422,37039
2022,36,1.98158,1.93781,12426,6874,13194,2640,2595,37729
2022,37,1.97838,1.95871,12952,6572,14001,2536,2394,38455
